,Bid,Ask,IV,Open Int,Time to Maturity (years),Log Moneyness,Strike,Mid,Inv Spread
2430,1.05,1.2,0.0895,4584,0.06575342465753424,0.04117275047237696,3000.0,1.125,6.6666666666666705
1554,1.25,1.4,0.0857,90,0.0410958904109589,0.027749730140236226,2960.0,1.325,6.6666666666666705
1555,1.0,1.15,0.086,13,0.0410958904109589,0.02943749425395619,2965.0,1.075,6.6666666666666705
1556,0.8,0.95,0.0864,23,0.0410958904109589,0.031122414618875646,2970.0,0.875,6.6666666666666705
107,1.85,2.0,0.1094,1062,0.0027397260273972603,0.005545572829225849,2895.0,1.925,6.6666666666666705
1198,1.9,2.05,0.0919,1185,0.024657534246575342,0.0192679150843271,2935.0,1.9749999999999999,6.6666666666666705
1412,1.55,1.7,0.0825,38,0.03561643835616438,0.022669278907817315,2945.0,1.625,6.6666666666666705
1411,2.0,2.15,0.0827,188,0.03561643835616438,0.02097004315485755,2940.0,2.075,6.6666666666666705
2558,1.25,1.4,0.0872,155,0.07397260273972603,0.04117275047237696,3000.0,1.325,6.6666666666666705
2109,1.25,1.4,0.0858,1425,0.057534246575342465,0.03448376232158044,2980.0,1.325,6.6666666666666705
4463,1.9,2.05,0.1006,1214,0.2,0.08199474499263221,3125.0,1.9749999999999999,6.6666666666666705
325,1.75,1.9,0.101,4232,0.00821917808219178,0.010713542987668584,2910.0,1.825,6.6666666666666705
3789,1.1,1.25,0.0966,5,0.14246575342465753,0.07073155271392141,3090.0,1.175,6.6666666666666705
3782,2.35,2.5,0.0936,416,0.14246575342465753,0.05770205242358753,3050.0,2.425,6.6666666666666705
4459,2.4,2.55,0.0999,181,0.2,0.07718318799541,3110.0,2.4749999999999996,6.6666666666666705
2243,1.05,1.2,0.0874,3,0.06027397260273973,0.03783384920686237,2990.0,1.125,6.6666666666666705
647,0.55,0.7,0.0906,734,0.021917808219178082,0.02436563215599572,2950.0,0.625,6.6666666666666705
3585,1.0,1.15,0.0965,164,0.1232876712328767,0.06586536306274857,3075.0,1.075,6.6666666666666705
1908,1.3,1.45,0.0851,291,0.0547945205479452,0.03280450080186045,2975.0,1.375,6.6666666666666705
1909,1.05,1.2,0.0851,60,0.0547945205479452,0.03448376232158044,2980.0,1.125,6.6666666666666705
642,2.5,2.65,0.0911,2914,0.021917808219178082,0.01585494248808719,2925.0,2.575,6.6666666666666705
643,1.85,2.0,0.0902,1056,0.021917808219178082,0.017562884833243288,2930.0,1.925,6.6666666666666705
1905,2.4,2.55,0.0855,105,0.0547945205479452,0.027749730140236226,2960.0,2.4749999999999996,6.6666666666666705
3362,1.75,1.9,0.0919,304,0.10410958904109589,0.04947155328707216,3025.0,1.825,6.6666666666666705
3366,1.35,1.5,0.0922,7,0.10410958904109589,0.05277188631572892,3035.0,1.425,6.6666666666666705
1904,2.95,3.1,0.0861,19,0.0547945205479452,0.026059112662328764,2955.0,3.0250000000000004,6.6666666666666705
4465,1.75,1.9,0.1008,2,0.2,0.08359346635632921,3130.0,1.825,6.6666666666666705
3382,0.55,0.7,0.0967,63,0.10410958904109589,0.06586536306274857,3075.0,0.625,6.6666666666666705
2435,0.45,0.6,0.0918,1327,0.06575342465753424,0.04947155328707216,3025.0,0.525,6.666666666666668
1913,0.45,0.6,0.0862,28,0.0547945205479452,0.04117275047237696,3000.0,0.525,6.666666666666668
328,0.45,0.6,0.0998,11653,0.00821917808219178,0.01585494248808719,2925.0,0.525,6.666666666666668
2562,0.45,0.6,0.0892,105,0.07397260273972603,0.051123081325545126,3030.0,0.525,6.666666666666668
2440,0.2,0.35,0.0958,124,0.06575342465753424,0.05770205242358753,3050.0,0.275,6.666666666666668
2864,0.15,0.3,0.1032,40,0.08493150684931507,0.07396257329536783,3100.0,0.22499999999999998,6.666666666666667
3592,0.0,0.15,0.1324,235,0.1232876712328767,0.13648293027670183,3300.0,0.075,6.666666666666667
1918,0.15,0.3,0.0896,10,0.0547945205479452,0.04947155328707216,3025.0,0.22499999999999998,6.666666666666667
2120,0.15,0.3,0.0926,155,0.057534246575342465,0.05277188631572892,3035.0,0.22499999999999998,6.666666666666667
2123,0.1,0.25,0.0972,907,0.057534246575342465,0.05770205242358753,3050.0,0.175,6.666666666666667
2442,0.15,0.3,0.0982,20,0.06575342465753424,0.06097537776855663,3060.0,0.22499999999999998,6.666666666666667
2455,0.0,0.15,0.1234,159,0.06575342465753424,0.08996291464180897,3150.0,0.075,6.666666666666667
3420,0.0,0.15,0.1295,156,0.10410958904109589,0.1212154581459134,3250.0,0.075,6.666666666666667
2445,0.1,0.25,0.1021,100,0.06575342465753424,0.06586536306274857,3075.0,0.175,6.666666666666667
2446,0.1,0.25,0.1044,6,0.06575342465753424,0.06749005878975045,3080.0,0.175,6.666666666666667
2871,0.0,0.15,0.1262,15,0.08493150684931507,0.10571127160994814,3200.0,0.075,6.666666666666667
1779,0.0,0.15,0.1107,267,0.04657534246575343,0.06586536306274857,3075.0,0.075,6.666666666666667
4489,0.15,0.3,0.1268,154,0.2,0.15152080764124234,3350.0,0.22499999999999998,6.666666666666667
3590,0.1,0.25,0.1143,18,0.1232876712328767,0.10571127160994814,3200.0,0.175,6.666666666666667
1429,0.0,0.15,0.1011,295,0.03561643835616438,0.051123081325545126,3030.0,0.075,6.666666666666667
1770,0.1,0.25,0.0969,4,0.04657534246575343,0.051123081325545126,3030.0,0.175,6.666666666666667
1926,0.0,0.15,0.1135,3,0.0547945205479452,0.07396257329536783,3100.0,0.075,6.666666666666667
1572,0.0,0.15,0.1103,1,0.0410958904109589,0.06097537776855663,3060.0,0.075,6.666666666666667
1422,0.1,0.25,0.0887,1,0.03561643835616438,0.03950469337167996,2995.0,0.175,6.666666666666667
1571,0.0,0.15,0.1049,10,0.0410958904109589,0.05770205242358753,3050.0,0.075,6.666666666666667
1778,0.0,0.15,0.1082,3,0.04657534246575343,0.06423802340337319,3070.0,0.075,6.666666666666667
1428,0.0,0.15,0.0982,29,0.03561643835616438,0.04947155328707216,3025.0,0.075,6.666666666666667
3957,0.15,0.3,0.1159,4,0.16164383561643836,0.1212154581459134,3250.0,0.22499999999999998,6.666666666666667
2253,0.0,0.15,0.129,39,0.06027397260273973,0.08996291464180897,3150.0,0.075,6.666666666666667
2252,0.0,0.15,0.1186,3,0.06027397260273973,0.08199474499263221,3125.0,0.075,6.666666666666667
2251,0.0,0.15,0.108,8,0.06027397260273973,0.07396257329536783,3100.0,0.075,6.666666666666667
1218,0.1,0.25,0.0984,298,0.024657534246575342,0.036160208648832744,2985.0,0.175,6.666666666666667
1768,0.15,0.3,0.0941,25,0.04657534246575343,0.04781729319104567,3020.0,0.22499999999999998,6.666666666666667
651,0.15,0.3,0.0945,131,0.021917808219178082,0.031122414618875646,2970.0,0.22499999999999998,6.666666666666667
3954,0.65,0.8,0.1033,1,0.16164383561643836,0.08996291464180897,3150.0,0.7250000000000001,6.666666666666666
1772,0.05,0.2,0.0984,3710,0.04657534246575343,0.05441797722239764,3040.0,0.125,6.666666666666666
3416,0.05,0.2,0.1204,10,0.10410958904109589,0.10571127160994814,3200.0,0.125,6.666666666666666
1921,0.05,0.2,0.0958,23,0.0547945205479452,0.05770205242358753,3050.0,0.125,6.666666666666666
3794,0.4,0.55,0.1038,300,0.14246575342465753,0.08996291464180897,3150.0,0.47500000000000003,6.666666666666666
3793,0.6,0.75,0.1005,22,0.14246575342465753,0.08199474499263221,3125.0,0.675,6.666666666666666
329,0.25,0.4,0.0993,3176,0.00821917808219178,0.017562884833243288,2930.0,0.325,6.666666666666666
3392,0.35,0.5,0.1012,156,0.10410958904109589,0.07396257329536783,3100.0,0.425,6.666666666666666
3388,0.4,0.55,0.0989,22,0.10410958904109589,0.07073155271392141,3090.0,0.47500000000000003,6.666666666666666
3384,0.5,0.65,0.0976,20,0.10410958904109589,0.06749005878975045,3080.0,0.575,6.666666666666666
3380,0.6,0.75,0.0958,77,0.10410958904109589,0.06423802340337319,3070.0,0.675,6.666666666666666
3956,0.3,0.45,0.1089,2,0.16164383561643836,0.10571127160994814,3200.0,0.375,6.666666666666666
2448,0.05,0.2,0.1047,6,0.06575342465753424,0.07073155271392141,3090.0,0.125,6.666666666666666
1915,0.3,0.45,0.0876,61,0.0547945205479452,0.04450054056505159,3010.0,0.375,6.666666666666666
3588,0.25,0.4,0.1063,123,0.1232876712328767,0.08996291464180897,3150.0,0.325,6.666666666666666
2244,0.75,0.9,0.0885,216,0.06027397260273973,0.04117275047237696,3000.0,0.825,6.666666666666666
2247,0.3,0.45,0.0915,18,0.06027397260273973,0.04947155328707216,3025.0,0.375,6.666666666666666
2250,0.05,0.2,0.1028,25,0.06027397260273973,0.06586536306274857,3075.0,0.125,6.666666666666666
1557,0.6,0.75,0.0861,535,0.0410958904109589,0.03280450080186045,2975.0,0.675,6.666666666666666
1560,0.3,0.45,0.0882,10,0.0410958904109589,0.03783384920686237,2990.0,0.375,6.666666666666666
3587,0.4,0.55,0.1029,152,0.1232876712328767,0.08199474499263221,3125.0,0.47500000000000003,6.666666666666666
1418,0.3,0.45,0.084,75,0.03561643835616438,0.03280450080186045,2975.0,0.375,6.666666666666666
1417,0.4,0.55,0.0834,163,0.03561643835616438,0.031122414618875646,2970.0,0.47500000000000003,6.666666666666666
1415,0.7,0.85,0.0827,86,0.03561643835616438,0.027749730140236226,2960.0,0.7749999999999999,6.666666666666666
2565,0.05,0.2,0.1029,4,0.07397260273972603,0.07396257329536783,3100.0,0.125,6.666666666666666
1414,0.9,1.05,0.0822,46,0.03561643835616438,0.026059112662328764,2955.0,0.9750000000000001,6.666666666666666
2432,0.75,0.9,0.0903,548,0.06575342465753424,0.04450054056505159,3010.0,0.825,6.666666666666666
2439,0.25,0.4,0.0956,66,0.06575342465753424,0.05606136296612764,3045.0,0.325,6.666666666666666
3374,0.85,1.0,0.0942,82,0.10410958904109589,0.059340054427825896,3055.0,0.925,6.666666666666666
2450,0.05,0.2,0.1089,403,0.06575342465753424,0.07396257329536783,3100.0,0.125,6.666666666666666
2125,0.05,0.2,0.0982,20,0.057534246575342465,0.06097537776855663,3060.0,0.125,6.666666666666666
2560,0.65,0.8,0.0886,5,0.07397260273972603,0.04781729319104567,3020.0,0.7250000000000001,6.666666666666666
2563,0.25,0.4,0.0925,1,0.07397260273972603,0.05770205242358753,3050.0,0.325,6.666666666666666
3376,0.75,0.9,0.0946,199,0.10410958904109589,0.06097537776855663,3060.0,0.825,6.666666666666666
2111,0.85,1.0,0.0863,14908,0.057534246575342465,0.03783384920686237,2990.0,0.925,6.666666666666666
1760,0.85,1.0,0.0888,553,0.04657534246575343,0.03448376232158044,2980.0,0.925,6.666666666666666
1764,0.35,0.5,0.0904,1519,0.04657534246575343,0.04117275047237696,3000.0,0.425,6.666666666666666
4481,0.5,0.65,0.1097,570,0.2,0.1134934120520032,3225.0,0.575,6.666666666666666
2850,0.85,1.0,0.0916,12,0.08493150684931507,0.051123081325545126,3030.0,0.925,6.666666666666666
2851,0.75,0.9,0.0923,112,0.08493150684931507,0.05277188631572892,3035.0,0.825,6.666666666666666
2852,0.65,0.8,0.0928,1,0.08493150684931507,0.05441797722239764,3040.0,0.7250000000000001,6.666666666666666
2854,0.5,0.65,0.0941,68,0.08493150684931507,0.05770205242358753,3050.0,0.575,6.666666666666666
2856,0.4,0.55,0.0959,103,0.08493150684931507,0.06097537776855663,3060.0,0.47500000000000003,6.666666666666666
2859,0.25,0.4,0.0974,24,0.08493150684931507,0.06586536306274857,3075.0,0.325,6.666666666666666
2869,0.05,0.2,0.1149,267,0.08493150684931507,0.08996291464180897,3150.0,0.125,6.666666666666666
4485,0.3,0.45,0.1163,245,0.2,0.12887833089148262,3275.0,0.375,6.666666666666666
648,0.4,0.55,0.0913,71,0.021917808219178082,0.026059112662328764,2955.0,0.47500000000000003,6.666666666666666
4491,0.05,0.2,0.1301,95,0.2,0.166335893426383,3400.0,0.125,6.666666666666666
3372,0.95,1.1,0.0936,140,0.10410958904109589,0.05770205242358753,3050.0,1.025,6.666666666666661
3583,1.65,1.8,0.0941,40,0.1232876712328767,0.05770205242358753,3050.0,1.725,6.666666666666661
3787,1.45,1.6,0.0953,28,0.14246575342465753,0.06586536306274857,3075.0,1.525,6.666666666666661
644,1.4,1.55,0.0902,222,0.021917808219178082,0.0192679150843271,2935.0,1.475,6.666666666666661
3953,0.95,1.1,0.1005,1,0.16164383561643836,0.08199474499263221,3125.0,1.025,6.666666666666661
1413,1.2,1.35,0.0825,544,0.03561643835616438,0.02436563215599572,2950.0,1.275,6.666666666666661
2849,0.95,1.1,0.0908,27,0.08493150684931507,0.04947155328707216,3025.0,1.025,6.666666666666661
3368,1.2,1.35,0.0927,187,0.10410958904109589,0.05441797722239764,3040.0,1.275,6.666666666666661
1906,1.95,2.1,0.0852,124,0.0547945205479452,0.02943749425395619,2965.0,2.025,6.666666666666661
326,1.15,1.3,0.1003,4755,0.00821917808219178,0.012430281606723118,2915.0,1.225,6.666666666666661
1200,1.45,1.6,0.0917,15222,0.024657534246575342,0.02097004315485755,2940.0,1.525,6.666666666666661
4457,2.55,2.7,0.0994,27,0.2,0.07557417718970934,3105.0,2.625,6.666666666666651
3582,2.05,2.2,0.0935,1472,0.1232876712328767,0.05441797722239764,3040.0,2.125,6.666666666666651
4455,2.8,2.95,0.0995,3271,0.2,0.07396257329536783,3100.0,2.875,6.666666666666651
1410,2.55,2.7,0.0829,20,0.03561643835616438,0.0192679150843271,2935.0,2.625,6.666666666666651
3580,2.55,2.7,0.0931,19,0.1232876712328767,0.051123081325545126,3030.0,2.625,6.666666666666651
3581,2.3,2.45,0.0934,20,0.1232876712328767,0.05277188631572892,3035.0,2.375,6.666666666666651
2425,2.55,2.7,0.0897,1523,0.06575342465753424,0.03280450080186045,2975.0,2.625,6.666666666666651
491,2.05,2.2,0.0843,794,0.01643835616438356,0.012430281606723118,2915.0,2.125,6.666666666666651
2105,2.8,2.95,0.0868,7901,0.057534246575342465,0.027749730140236226,2960.0,2.875,6.666666666666651
4461,2.05,2.2,0.1004,82,0.2,0.08039346362565838,3120.0,2.125,6.666666666666651
2106,2.3,2.45,0.0864,130,0.057534246575342465,0.02943749425395619,2965.0,2.375,6.666666666666651
1745,14.9,15.1,0.1,707,0.04657534246575343,0.00899385210814179,2905.0,15.0,5.000000000000018
2833,10.0,10.2,0.0957,103,0.08493150684931507,0.022669278907817315,2945.0,10.1,5.000000000000018
2101,5.9,6.1,0.0898,4491,0.057534246575342465,0.02097004315485755,2940.0,6.0,5.000000000000018
3342,6.4,6.6,0.0936,379,0.10410958904109589,0.03280450080186045,2975.0,6.5,5.000000000000018
4437,5.4,5.6,0.0973,90,0.2,0.059340054427825896,3055.0,5.5,5.000000000000018
1746,12.9,13.1,0.0985,851,0.04657534246575343,0.010713542987668584,2910.0,13.0,5.000000000000018
4435,5.9,6.1,0.0975,2095,0.2,0.05770205242358753,3050.0,6.0,5.000000000000018
4433,6.4,6.6,0.0976,91,0.2,0.05606136296612764,3045.0,6.5,5.000000000000018
4431,6.9,7.1,0.0975,111,0.2,0.05441797722239764,3040.0,7.0,5.000000000000018
1188,6.4,6.6,0.0955,1341,0.024657534246575342,0.010713542987668584,2910.0,6.5,5.000000000000018
1547,5.9,6.1,0.0897,78,0.0410958904109589,0.01585494248808719,2925.0,6.0,5.000000000000018
3348,4.4,4.6,0.0927,408,0.10410958904109589,0.03783384920686237,2990.0,4.5,5.000000000000018
4415,13.3,13.5,0.0999,1310,0.2,0.04117275047237696,3000.0,13.4,5.000000000000018
3322,20.1,20.3,0.1026,149,0.10410958904109589,0.01585494248808719,2925.0,20.200000000000003,5.000000000000018
3324,18.2,18.4,0.1015,325,0.10410958904109589,0.017562884833243288,2930.0,18.299999999999997,5.000000000000018
1186,7.9,8.1,0.0966,1683,0.024657534246575342,0.00899385210814179,2905.0,8.0,5.000000000000018
4419,11.3,11.5,0.099,284,0.2,0.04450054056505159,3010.0,11.4,5.000000000000018
2831,12.9,13.1,0.0979,76,0.08493150684931507,0.0192679150843271,2935.0,13.0,5.000000000000018
2414,14.5,14.7,0.1,2060,0.06575342465753424,0.014144078084457773,2920.0,14.6,5.000000000000018
4421,10.4,10.6,0.0986,150,0.2,0.04616029198341618,3015.0,10.5,5.000000000000018
2098,9.8,10.0,0.0935,12824,0.057534246575342465,0.01585494248808719,2925.0,9.9,5.000000000000018
4451,3.2,3.4,0.0988,624,0.2,0.07073155271392141,3090.0,3.3,5.000000000000007
3578,3.2,3.4,0.0931,351,0.1232876712328767,0.04781729319104567,3020.0,3.3,5.000000000000007
323,3.7,3.9,0.1038,13124,0.00821917808219178,0.007271198796695605,2900.0,3.8,5.000000000000007
641,3.2,3.4,0.0912,121,0.021917808219178082,0.014144078084457773,2920.0,3.3,5.000000000000007
2840,3.7,3.9,0.091,2100,0.08493150684931507,0.03448376232158044,2980.0,3.8,5.000000000000007
2841,3.1,3.3,0.0901,239,0.08493150684931507,0.036160208648832744,2985.0,3.2,5.000000000000007
4447,3.7,3.9,0.0982,772,0.2,0.06749005878975045,3080.0,3.8,5.000000000000007
1755,2.45,2.65,0.0891,606,0.04657534246575343,0.026059112662328764,2955.0,2.55,5.000000000000007
3779,3.2,3.4,0.0934,4,0.14246575342465753,0.05277188631572892,3035.0,3.3,5.000000000000007
1409,3.2,3.4,0.0833,363,0.03561643835616438,0.017562884833243288,2930.0,3.3,5.000000000000007
1903,3.6,3.8,0.0869,72,0.0547945205479452,0.02436563215599572,2950.0,3.7,5.000000000000007
1753,3.7,3.9,0.0902,446,0.04657534246575343,0.022669278907817315,2945.0,3.8,5.000000000000007
106,3.2,3.4,0.1135,1121,0.0027397260273972603,0.003816963928608097,2890.0,3.3,5.000000000000007
1194,3.2,3.4,0.0932,1850,0.024657534246575342,0.01585494248808719,2925.0,3.3,5.000000000000007
489,3.9,4.1,0.0861,514,0.01643835616438356,0.00899385210814179,2905.0,4.0,5.000000000000007
3777,3.9,4.1,0.0931,1513,0.14246575342465753,0.04947155328707216,3025.0,4.0,5.000000000000007
1549,3.9,4.1,0.0878,38,0.0410958904109589,0.0192679150843271,2935.0,4.0,5.000000000000007
2423,3.6,3.8,0.0905,212,0.06575342465753424,0.02943749425395619,2965.0,3.7,5.000000000000007
2556,2.45,2.65,0.0873,8,0.07397260273972603,0.03448376232158044,2980.0,2.55,5.000000000000007
2557,1.75,1.95,0.0872,23,0.07397260273972603,0.03783384920686237,2990.0,1.85,5.000000000000001
2845,1.7,1.9,0.0899,16,0.08493150684931507,0.04283802979143815,3005.0,1.7999999999999998,5.000000000000001
2847,1.25,1.45,0.0902,101,0.08493150684931507,0.04616029198341618,3015.0,1.35,5.000000000000001
2242,1.55,1.75,0.0876,1023,0.06027397260273973,0.03448376232158044,2980.0,1.65,5.000000000000001
2566,0.0,0.2,0.1102,4,0.07397260273972603,0.08199474499263221,3125.0,0.1,5.0
3591,0.0,0.2,0.1222,4,0.1232876712328767,0.1212154581459134,3250.0,0.1,5.0
2564,0.1,0.3,0.0977,25,0.07397260273972603,0.06586536306274857,3075.0,0.2,5.0
3780,2.9,3.1,0.0936,35,0.14246575342465753,0.05441797722239764,3040.0,3.0,4.999999999999996
2241,1.9,2.1,0.0879,160,0.06027397260273973,0.03280450080186045,2975.0,2.0,4.999999999999996
3772,6.6,6.8,0.0939,7248,0.14246575342465753,0.04117275047237696,3000.0,6.699999999999999,4.999999999999996
2420,6.0,6.2,0.0928,4591,0.06575342465753424,0.02436563215599572,2950.0,6.1,4.999999999999996
1548,4.8,5.0,0.0886,1034,0.0410958904109589,0.017562884833243288,2930.0,4.9,4.999999999999996
1551,2.5,2.7,0.0866,31,0.0410958904109589,0.022669278907817315,2945.0,2.6,4.999999999999996
2424,3.0,3.2,0.0899,3464,0.06575342465753424,0.031122414618875646,2970.0,3.1,4.999999999999996
3350,3.8,4.0,0.092,145,0.10410958904109589,0.03950469337167996,2995.0,3.9,4.999999999999996
3775,4.8,5.0,0.0932,68,0.14246575342465753,0.04616029198341618,3015.0,4.9,4.999999999999996
3352,3.3,3.5,0.0916,711,0.10410958904109589,0.04117275047237696,3000.0,3.4,4.999999999999996
2422,4.3,4.5,0.0913,457,0.06575342465753424,0.027749730140236226,2960.0,4.4,4.999999999999996
1902,4.3,4.5,0.0872,378,0.0547945205479452,0.022669278907817315,2945.0,4.4,4.999999999999996
1900,6.3,6.5,0.0893,75,0.0547945205479452,0.0192679150843271,2935.0,6.4,4.999999999999996
2240,2.3,2.5,0.0882,4,0.06027397260273973,0.031122414618875646,2970.0,2.4,4.999999999999996
2104,3.4,3.6,0.0876,329,0.057534246575342465,0.026059112662328764,2955.0,3.5,4.999999999999996
3952,1.4,1.6,0.0982,5,0.16164383561643836,0.07396257329536783,3100.0,1.5,4.999999999999996
2103,4.1,4.3,0.0882,3761,0.057534246575342465,0.02436563215599572,2950.0,4.199999999999999,4.999999999999996
3340,7.3,7.5,0.0943,163,0.10410958904109589,0.031122414618875646,2970.0,7.4,4.999999999999996
1751,5.5,5.7,0.092,553,0.04657534246575343,0.0192679150843271,2935.0,5.6,4.999999999999996
4449,3.4,3.6,0.0983,24,0.2,0.06911211916161847,3085.0,3.5,4.999999999999996
3951,2.15,2.35,0.0963,297,0.16164383561643836,0.06586536306274857,3075.0,2.25,4.999999999999996
2837,5.7,5.9,0.0922,281,0.08493150684931507,0.02943749425395619,2965.0,5.800000000000001,4.999999999999996
3949,3.4,3.6,0.0953,162,0.16164383561643836,0.05770205242358753,3050.0,3.5,4.999999999999996
3947,4.5,4.7,0.0951,1230,0.16164383561643836,0.05277188631572892,3035.0,4.6,4.999999999999996
4445,4.0,4.2,0.0981,585,0.2,0.06586536306274857,3075.0,4.1,4.999999999999996
4443,4.3,4.5,0.0978,370,0.2,0.06423802340337319,3070.0,4.4,4.999999999999996
4441,4.7,4.9,0.098,159,0.2,0.06260803119244214,3065.0,4.800000000000001,4.999999999999996
2836,6.6,6.8,0.093,1482,0.08493150684931507,0.027749730140236226,2960.0,6.699999999999999,4.999999999999996
4453,3.0,3.2,0.0993,141,0.2,0.07234836794082672,3095.0,3.1,4.999999999999996
4439,5.0,5.2,0.0975,310,0.2,0.06097537776855663,3060.0,5.1,4.999999999999996
2835,7.6,7.8,0.0938,133,0.08493150684931507,0.026059112662328764,2955.0,7.699999999999999,4.999999999999996
3784,1.9,2.1,0.0941,118,0.14246575342465753,0.06097537776855663,3060.0,2.0,4.999999999999996
3778,3.5,3.7,0.0931,108,0.14246575342465753,0.051123081325545126,3030.0,3.6,4.999999999999996
1752,4.6,4.8,0.0915,462,0.04657534246575343,0.02097004315485755,2940.0,4.699999999999999,4.999999999999996
1405,7.8,8.0,0.0873,295,0.03561643835616438,0.010713542987668584,2910.0,7.9,4.999999999999996
640,4.2,4.4,0.0924,270,0.021917808219178082,0.012430281606723118,2915.0,4.300000000000001,4.999999999999996
1754,3.0,3.2,0.0894,2032,0.04657534246575343,0.02436563215599572,2950.0,3.1,4.999999999999996
1408,4.1,4.3,0.0843,254,0.03561643835616438,0.01585494248808719,2925.0,4.199999999999999,4.999999999999996
1750,6.7,6.9,0.0935,835,0.04657534246575343,0.017562884833243288,2930.0,6.800000000000001,4.999999999999996
2235,5.8,6.0,0.0916,87,0.06027397260273973,0.022669278907817315,2945.0,5.9,4.999999999999996
4429,7.5,7.7,0.0977,131,0.2,0.05277188631572892,3035.0,7.6,4.999999999999996
2415,12.7,12.9,0.0986,3010,0.06575342465753424,0.01585494248808719,2925.0,12.8,4.999999999999973
1545,8.6,8.8,0.0919,82,0.0410958904109589,0.012430281606723118,2915.0,8.7,4.999999999999973
2417,9.6,9.8,0.0962,1899,0.06575342465753424,0.0192679150843271,2935.0,9.7,4.999999999999973
2096,13.2,13.4,0.0962,992,0.057534246575342465,0.012430281606723118,2915.0,13.3,4.999999999999973
4423,9.6,9.8,0.0983,218,0.2,0.04781729319104567,3020.0,9.7,4.999999999999973
3326,16.4,16.6,0.1003,187,0.10410958904109589,0.0192679150843271,2935.0,16.5,4.999999999999929
4409,16.9,17.1,0.1016,220,0.2,0.036160208648832744,2985.0,17.0,4.999999999999929
4395,28.4,28.6,0.1073,514,0.2,0.02436563215599572,2950.0,28.5,4.999999999999929
490,2.85,3.1,0.0854,880,0.01643835616438356,0.010713542987668584,2910.0,2.975,4.0
2239,2.75,3.0,0.0885,129,0.06027397260273973,0.02943749425395619,2965.0,2.875,4.0
2555,2.95,3.2,0.0881,71,0.07397260273972603,0.03280450080186045,2975.0,3.075,4.0
2088,33.6,33.9,0.11,11362,0.057534246575342465,-0.0013868639464188668,2875.0,33.75,3.333333333333365
2093,19.6,19.9,0.101,22984,0.057534246575342465,0.007271198796695605,2900.0,19.75,3.333333333333365
1740,27.6,27.9,0.1084,434,0.04657534246575343,0.0003507559521219104,2880.0,27.75,3.333333333333365
1735,44.5,44.8,0.1193,2616,0.04657534246575343,-0.008367695087759114,2855.0,44.65,3.333333333333365
4349,94.9,95.2,0.135,128,0.2,-0.015397601016017283,2835.0,95.05000000000001,3.333333333333365
2403,44.1,44.4,0.1189,403,0.06575342465753424,-0.00487118802902981,2865.0,44.25,3.333333333333365
4333,125.2,125.5,0.1456,141,0.2,-0.02960743158867024,2795.0,125.35,3.333333333333365
3320,22.1,22.4,0.1039,217,0.10410958904109589,0.014144078084457773,2920.0,22.25,3.333333333333365
4363,70.8,71.1,0.1258,263,0.2,-0.0031275084242029776,2870.0,70.94999999999999,3.333333333333365
4375,52.5,52.8,0.1182,694,0.2,0.007271198796695605,2900.0,52.65,3.333333333333365
4377,49.7,50.0,0.117,127,0.2,0.00899385210814179,2905.0,49.85,3.333333333333365
4379,47.0,47.3,0.1159,273,0.2,0.010713542987668584,2910.0,47.15,3.333333333333365
4387,37.0,37.3,0.1114,362,0.2,0.017562884833243288,2930.0,37.15,3.333333333333365
4389,34.7,35.0,0.1103,1354,0.2,0.0192679150843271,2935.0,34.85,3.333333333333365
4391,32.5,32.8,0.1093,239,0.2,0.02097004315485755,2940.0,32.65,3.333333333333365
4359,77.4,77.7,0.1283,728,0.2,-0.006617913363971453,2860.0,77.55000000000001,3.333333333333365
4357,80.8,81.1,0.1297,285,0.2,-0.008367695087759114,2855.0,80.94999999999999,3.333333333333365
4351,91.3,91.6,0.1336,181,0.2,-0.013635486022618026,2840.0,91.44999999999999,3.333333333333365
4399,24.6,24.9,0.1055,185,0.2,0.027749730140236226,2960.0,24.75,3.333333333333365
4337,117.4,117.7,0.1429,158,0.2,-0.026035999221073018,2805.0,117.55000000000001,3.333333333333365
4335,121.3,121.6,0.1443,1091,0.2,-0.027820121014574394,2800.0,121.44999999999999,3.333333333333365
3290,66.2,66.5,0.1261,109,0.10410958904109589,-0.011876470617438477,2845.0,66.35,3.333333333333365
1166,36.0,36.3,0.1169,863,0.024657534246575342,-0.008367695087759114,2855.0,36.15,3.333333333333365
3754,34.5,34.8,0.1088,234,0.14246575342465753,0.010713542987668584,2910.0,34.65,3.333333333333365
3753,37.1,37.4,0.1101,818,0.14246575342465753,0.00899385210814179,2905.0,37.25,3.333333333333365
3316,26.6,26.9,0.1065,1292,0.10410958904109589,0.010713542987668584,2910.0,26.75,3.333333333333365
3294,59.1,59.4,0.1229,1213,0.10410958904109589,-0.008367695087759114,2855.0,59.25,3.333333333333365
3292,62.6,62.9,0.1244,514,0.10410958904109589,-0.010120543915173473,2850.0,62.75,3.333333333333365
3284,77.4,77.7,0.1311,1090,0.10410958904109589,-0.017162826540586398,2830.0,77.55000000000001,3.333333333333365
1894,16.1,16.4,0.0972,29,0.0547945205479452,0.00899385210814179,2905.0,16.25,3.333333333333365
3332,11.8,12.1,0.0976,1387,0.10410958904109589,0.02436563215599572,2950.0,11.95,3.333333333333345
